link,title,authors,journal,ym,year
/doi/10.1287/mnsc.2021.4059,Language Commonality and Sell-Side Information Production, Ruishen Zhang  ; ,Management Science, (-Not available-),-1
/doi/10.1287/mnsc.2021.4141,Bankrupt Innovative Firms,Song Ma ; ,Management Science, (-Not available-),-1
/doi/10.1287/mnsc.1040.0356,Revenue Management Games: Horizontal and Vertical Competition,Serguei Netessine; ,Management Science, (May 2005),2005
/doi/10.1287/mnsc.2017.2770,Shareholder Protection and Agency Costs: An Experimental Analysis,Jacob LaRiviere ; ,Management Science, (July 2018),2018
/doi/10.1287/moor.2017.0856,Risk-Sensitive Asset Management and Cascading Defaults,John R. Birge; ,Mathematics of Operations Research, (February 2018),2018
/doi/10.1287/opre.1090.0704,OR FORUM–Rocket Science Retailing: The 2006 Philip McCord Morse Lecture,Marshall Fisher; ,Operations Research, (May-June 2009),2009
/doi/10.1287/msom.2017.0668,R&D Investments in the Presence of Knowledge Spillover and Debt Financing: Can Risk Shifting Cure Free Riding?,Jie Ning ; ,Manufacturing & Service Operations Management, (Winter 2018),2018
/doi/10.1287/mksc.1110.0669,Competitive Strategy for Open Source Software,Vineet Kumar; ,Marketing Science, (November-December 2011),2011
/doi/10.1287/mnsc.2020.3721,Do Digital Platforms Reduce Moral Hazard? The Case of Uber and Taxis, Meng   Liu  ; ,Management Science, (August 2021),2021
/doi/10.1287/opre.1120.1146,Building Reliable Air-Travel Infrastructure Using Empirical Data and Stochastic Models of Airline Networks,Mazhar Arıkan; ,Operations Research, (January-February 2013),2013
/doi/10.1287/opre.43.6.970,The Productivity of Financial Intermediation and the Technology of Financial Product Management,Martin R. Holmer; ,Operations Research, (November-December 1995),1995
/doi/10.1287/inte.1110.0614,Branch Reconfiguration Practice Through Operations Research in Industrial and Commercial Bank of China,Xiquan Wang; ,INFORMS Journal on Applied Analytics, (January-February 2012),2012
/doi/10.1287/mnsc.2017.2762,A Theory of Corporate Boards and Forced CEO Turnover,Thomas J. Chemmanur ; ,Management Science, (October 2018),2018
/doi/10.1287/mnsc.2017.2927,An Analysis of Price vs. Revenue Protection: Government Subsidies in the Agriculture Industry,Saed Alizamir ; ,Management Science, (January 2019),2019
/doi/10.1287/orsc.10.4.439,Strategic Flexibility in Information Technology Alliances: The Influence of Transaction Cost Economics and Social Exchange Theory,Candace Young-Ybarra; ,Organization Science, (July-August 1999),1999
/doi/10.1287/mksc.2019.1188,Frontiers: How Effective Is Third-Party Consumer Profiling? Evidence from Field Studies,Nico Neumann ; ,Marketing Science, (November-December 2019),2019
/doi/10.1287/mnsc.46.4.548.12057,Information Technology and Productivity: Evidence from Country-Level Data,Sanjeev Dewan; ,Management Science, (April 2000),2000
/doi/10.1287/mnsc.2018.3222,The Real Effects of Bank Capital Requirements,Henri Fraisse ; ,Management Science, (January 2020),2020
/doi/10.1287/inte.2013.0719,Operations Research Transforms Baosteel’s Operations,Lixin Tang; ,INFORMS Journal on Applied Analytics, (January-February 2014),2014
/doi/10.1287/opre.2017.1599,Modeling Gas Markets with Endogenous Long-Term Contracts,Ibrahim Abada; ,Operations Research, (July-August 2017),2017
/doi/10.1287/mnsc.2017.2960,Get with the Program: Software-Driven Innovation in Traditional Manufacturing,Lee G. Branstetter; ,Management Science, (February 2019),2019
/doi/10.1287/mksc.2014.0845,Learning About New Technologies Through Social Networks: Experimental Evidence on Nontraditional Stoves in Bangladesh,Grant Miller; ,Marketing Science, (July-August 2015),2015
/doi/10.1287/mnsc.1050.0464,The Firm Specificity of Individual Performance: Evidence from Cardiac Surgery,Robert S. Huckman; ,Management Science, (April 2006),2006
/doi/10.1287/mnsc.2020.3695,Does Firm Investment Respond to Peers’ Investment?, M. Cecilia   Bustamante  ; ,Management Science, (August 2021),2021
/doi/10.1287/mnsc.2016.2718,Valuing Thinly Traded Assets,Francis A. Longstaff; ,Management Science, (August 2018),2018
/doi/10.1287/mksc.2018.1108,Pennies for Your Thoughts: Costly Product Consideration and Purchase Quantity Thresholds,Yufeng Huang ; ,Marketing Science, (November-December 2018),2018
/doi/10.1287/msom.2021.1023,"Urban Bike Lane Planning with Bike Trajectories: Models, Algorithms, and a Real-World Case Study",Sheng Liu ; ,Manufacturing & Service Operations Management, (-Not available-),-1
/doi/10.1287/orsc.1100.0570,Deliberate Learning to Improve Performance in Dynamic Service Settings: Evidence from Hospital Intensive Care Units,Ingrid M. Nembhard; ,Organization Science, (July-August 2011),2011
/doi/10.1287/mnsc.1050.0362,Pricing Diagnostic Information,Ashish Arora; ,Management Science, (July 2005),2005
/doi/10.1287/mnsc.2017.2827,Final Demand for Structured Finance Securities,Craig B. Merrill; ,Management Science, (January 2019),2019
/doi/10.1287/msom.2017.0684,Improving Consumer Welfare and Manufacturer Profit via Government Subsidy Programs: Subsidizing Consumers or Manufacturers?,Jiayi Joey Yu ; ,Manufacturing & Service Operations Management, (Fall 2018),2018
/doi/10.1287/mnsc.1090.1055,"A Breath of Fresh Air? Firm Type, Scale, Scope, and Selection Effects in Drug Development",Ashish Arora; ,Management Science, (October 2009),2009
/doi/10.1287/mnsc.1100.1253,Recruiting for Ideas: How Firms Exploit the Prior Inventions of New Hires,Jasjit Singh; ,Management Science, (January 2011),2011
/doi/10.1287/isre.1080.0218,Let's Shop Online Together: An Empirical Investigation of Collaborative Online Shopping Support,Lei Zhu; ,Information Systems Research, (December 2010),2010
/doi/10.1287/mnsc.1090.1069,The Duration of Patent Examination at the European Patent Office,Dietmar Harhoff; ,Management Science, (December 2009),2009
/doi/10.1287/orsc.2019.1311,"Experience, Consumers, and Fit: Disentangling Performance Implications of Preentry Technological and Market Experience in 2G Mobile Telephony",J. P. Eggers ; ,Organization Science, (March-April 2020),2020
/doi/10.1287/mnsc.1060.0531,Risk Assessment for Banking Systems,Helmut Elsinger; ,Management Science, (September 2006),2006
/doi/10.1287/isre.2021.1010,Network Interconnectivity and Entry into Platform Markets,Feng Zhu ; ,Information Systems Research, (September 2021),2021
/doi/10.1287/mnsc.1100.1155,Securitization and Real Investment in Incomplete Markets,Vishal Gaur; ,Management Science, (December 2011),2011
/doi/10.1287/mnsc.2015.2200,Spillover Effects in Mutual Fund Companies,Clemens Sialm; ,Management Science, (May 2016),2016
/doi/10.1287/mnsc.2013.1764,"Job Hopping, Information Technology Spillovers, and Productivity Growth",Prasanna Tambe; ,Management Science, (February 2014),2014
/doi/10.1287/mnsc.2014.2005,Financing Investment: The Choice Between Bonds and Bank Loans,Erwan Morellec; ,Management Science, (November 2015),2015
/doi/10.1287/mnsc.2015.2295,When Does Competition Foster Commitment?,Daniel Ferreira; ,Management Science, (November 2016),2016
/doi/10.1287/mksc.2018.1135,A Comparison of Approaches to Advertising Measurement: Evidence from Big Field Experiments at Facebook,Brett R. Gordon ; ,Marketing Science, (March-April 2019),2019
/doi/10.1287/isre.2018.0800,How Do Recommender Systems Affect Sales Diversity? A Cross-Category Investigation via Randomized Field Experiment,Dokyun Lee ; ,Information Systems Research, (March 2019),2019
/doi/10.1287/trsc.1100.0327,Lane-Exchange Mechanisms for Truckload Carrier Collaboration,Okan Örsan Özener; ,Transportation Science, (February 2011),2011
/doi/10.1287/mnsc.2019.3392,Competitive Personalized Pricing,Zhijun Chen ; ,Management Science, (September 2020),2020
/doi/10.1287/mnsc.2021.4032,Stars and Brokers: Knowledge Spillovers Among Medical Scientists,Myra Mohnen ; ,Management Science, (-Not available-),-1
/doi/10.1287/deca.2013.0282,Median Aggregation of Distribution Functions,Stephen C. Hora; ,Decision Analysis, (December 2013),2013
/doi/10.1287/mnsc.2018.3125,Bank Interest Rate Risk Management,Guillaume Vuillemey ; ,Management Science, (December 2019),2019
/doi/10.1287/mnsc.2018.3147,Patent Trolls: Evidence from Targeted Firms,Lauren Cohen ; ,Management Science, (December 2019),2019
/doi/10.1287/mksc.2018.1095,Two Centuries of Innovations and Stock Market Bubbles,Alina Sorescu ; ,Marketing Science, (July-August 2018),2018
/doi/10.1287/inte.11.3.75,The Use of Computer Programs in Management Science Education,Barry Render; ,INFORMS Journal on Applied Analytics, (June 1981),1981
/doi/10.1287/mksc.2018.1095,Two Centuries of Innovations and Stock Market Bubbles,Alina Sorescu ; ,Marketing Science, (July-August 2018),2018
/doi/10.1287/mnsc.2016.2670,Making the Numbers? “Short Termism” and the Puzzle of Only Occasional Disaster,Hazhir Rahmandad; ,Management Science, (March 2018),2018
/doi/10.1287/mnsc.2015.2406,Battle of the Channels: The Impact of Tablets on Digital Commerce,Kaiquan Xu; ,Management Science, (May 2017),2017
/doi/10.1287/opre.2019.1949,Bayesian Incentive-Compatible Bandit Exploration,Yishay Mansour ; ,Operations Research, (July-August 2020),2020
/doi/10.1287/inte.6.1pt2.43,An Application of MS/OR in Strip Mined Land Reclamation,Douglas L. Beene; ,INFORMS Journal on Applied Analytics, (November 1975),1975
/doi/10.1287/orsc.1120.0796,Learning from Customers: Individual and Organizational Effects in Outsourced Radiological Services,Jonathan R. Clark; ,Organization Science, (September-October 2013),2013
/doi/10.1287/opre.2016.1527,Revealed Preference Tests of Collectively Rational Consumption Behavior: Formulations and Algorithms,Fabrice Talla Nobibon; ,Operations Research, (November-December 2016),2016
/doi/10.1287/inte.6.1pt2.64,Management Science in Energy Policy: The Trans Canada-Great Lakes Transmission Case,Joseph G. Debanné; ,INFORMS Journal on Applied Analytics, (November 1975),1975
/doi/10.1287/isre.2017.0712,Is Tom Cruise Threatened? An Empirical Study of the Impact of Product Variety on Demand Concentration,Tom Fangyun Tan; ,Information Systems Research, (September 2017),2017
/doi/10.1287/opre.2019.1878,Long-Term Partnership for Achieving Efficient Capacity Allocation,Fang Liu ; ,Operations Research, (July-August 2019),2019
/doi/10.1287/mnsc.43.6.856,The Influence Prism in SMEs: The Power of CEOs' Perceptions on Technology Policy and Its Organizational Impacts,Louis A. Lefebvre; ,Management Science, (June 1997),1997
/doi/10.1287/mnsc.1100.1175,Incentives in New Product Development Projects and the Role of Target Costing,Jürgen Mihm; ,Management Science, (August 2010),2010
/doi/10.1287/mnsc.1110.1501,A Market-Based Measure of Credit Portfolio Quality and Banks' Performance During the Subprime Crisis,Martin Knaup; ,Management Science, (August 2012),2012
/doi/10.1287/inte.1.2.43,Management Science Roundup,Julio Bucatinsky; ,INFORMS Journal on Applied Analytics, (February 1971),1971
/doi/10.1287/orsc.2018.1212,The Paradox of Responsive Authoritarianism: How Civic Activism Spurs Environmental Penalties in China,Christopher Marquis ; ,Organization Science, (September-October 2018),2018
/doi/10.1287/mnsc.1100.1149,Are Foreign IT Workers Cheaper? U.S. Visa Policies and Compensation of Information Technology Professionals,Sunil Mithas; ,Management Science, (May 2010),2010
/doi/10.1287/mnsc.2019.3380,Offsetting Disagreement and Security Prices,Shiyang Huang ; ,Management Science, (August 2020),2020
/doi/10.1287/mnsc.47.7.915.9806,Optimal Pricing That Coordinates Queues with Customer-Chosen Service Requirements,Albert Y. Ha; ,Management Science, (July 2001),2001
/doi/10.1287/ijoc.2019.0886,Least-Cost Influence Maximization on Social Networks,Dilek Günneç ; ,INFORMS Journal on Computing, (Spring 2020),2020
/doi/10.1287/msom.1110.0345,Efficient Funding: Auditing in the Nonprofit Sector,Natalie Privett; ,Manufacturing & Service Operations Management, (Fall 2011),2011
/doi/10.1287/mnsc.46.4.530.12055,Executive Compensation in the Information Technology Industry,Mark C. Anderson; ,Management Science, (April 2000),2000
/doi/10.1287/mnsc.2021.4152,"Give Me Your Tired, Your Poor, Your High-Skilled Labor: H-1B Lottery Outcomes and Entrepreneurial Success",Stephen G. Dimmock ; ,Management Science, (-Not available-),-1
/doi/10.1287/orsc.1060.0226,From Iron Cage to Iron Shield? How Bureaucracy Enables Temporal Flexibility for Professional Service Workers,Forrest Briscoe; ,Organization Science, (March-April 2007),2007
/doi/10.1287/mnsc.2020.3880,Plumbing of Securities Markets: The Impact of Post-trade Fees on Trading and Welfare,Hans Degryse ; ,Management Science, (-Not available-),-1
/doi/10.1287/orsc.1100.0548,Identity Realization and Organizational Forms: Differentiation and Consolidation of Identities Among Arizona's Charter Schools,Brayden G King; ,Organization Science, (May-June 2011),2011
/doi/10.1287/moor.1100.0450,Spending Constraint Utilities with Applications to the Adwords Market,Vijay V. Vazirani; ,Mathematics of Operations Research, (May 2010),2010
/doi/10.1287/mnsc.23.10.1037,An Empirical Analysis of the Optimal Advertising Policy,Dan Horsky; ,Management Science, (June 1977),1977
/doi/10.1287/mnsc.38.6.778,"The Relationship of Industry Evolution to Patterns of Technological Linkages, Joint Ventures, and Direct Investment Between U.S. and Japan",Ellen R. Auster; ,Management Science, (June 1992),1992
/doi/10.1287/mnsc.2019.3455,"Persuasion Through Selective Disclosure: Implications for Marketing, Campaigning, and Privacy Regulation",Florian Hoffmann ; ,Management Science, (November 2020),2020
/doi/10.1287/mnsc.2017.2981,Financing Through Asset Sales,Alex Edmans ; ,Management Science, (July 2019),2019
/doi/10.1287/isre.2017.0745,Reducing Medicare Spending Through Electronic Health Information Exchange: The Role of Incentives and Exchange Maturity,Idris Adjerid ; ,Information Systems Research, (June 2018),2018
/doi/10.1287/orsc.1030.0049,"Rewards-Allocation Preferences of Chinese Employees in the New Millennium: The Effects of Ownership Reform, Collectivism, and Goal Priority",Wei He; ,Organization Science, (March-April 2004),2004
/doi/10.1287/mnsc.1060.0621,Call-Center Labor Cross-Training: It’s a Small World After All,Seyed M. R. Iravani; ,Management Science, (July 2007),2007
/doi/10.1287/mnsc.2017.2954,Alliance Formation and Firm Value,Luís Cabral ; ,Management Science, (February 2019),2019
/doi/10.1287/msom.2019.0793,Nonbinding Goals in Teams: A Real Effort Coordination Experiment,James Fan ; ,Manufacturing & Service Operations Management, (September–October 2020),2020
/doi/10.1287/stsc.2021.0147,Raising the Bar: Values-Driven Niche Creation in U.S. Bean-to-Bar Chocolate, Jennifer L. Woolley  ; ,Strategy Science, (-Not available-),-1
/doi/10.1287/mnsc.25.9.833,A Conceptual Framework for the Design of Organizational Control Mechanisms,William G. Ouchi; ,Management Science, (September 1979),1979
/doi/10.1287/msom.2019.0813,"Interesting, Important, and Impactful Operations Management",Gérard P. Cachon; ,Manufacturing & Service Operations Management, (January-February 2020),2020
